Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12954,The Bureau: XCOM Declassified,PC,Shooter,Take-Two Interactive,0,50000,0,10000,50000
12955,Myst IV: Revelation,XB,Adventure,Ubisoft,40000,10000,0,0,50000
12956,Culdcept Revolt,3DS,Strategy,Nintendo,0,0,50000,0,50000
12957,Sushi Go-Round,Wii,Simulation,Asylum Entertainment,50000,0,0,0,50000
12958,Pachinko Wars II,SNES,Misc,Coconuts Japan,0,0,50000,0,50000
12959,Myth Makers: Orbs of Doom,Wii,Puzzle,Popcorn Arcade,50000,0,0,0,50000
12960,Toy Soldiers: War Chest,XOne,Action,Ubisoft,50000,0,0,10000,50000
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,Role-Playing,Arika,30000,20000,0,10000,50000
12962,Omega Labyrinth,PSV,Role-Playing,D3Publisher,0,0,50000,0,50000
12963,Air Conflicts: Aces of World War II,PSP,Simulation,Graffiti,50000,0,0,0,50000
12964,Cities in Motion,PC,Simulation,Paradox Interactive,0,40000,0,10000,50000
12965,Aliens in the Attic,DS,Action,Playlogic Game Factory,50000,0,0,0,50000
12966,Virtua Striker 2002,GC,Sports,Sega,10000,0,30000,0,50000
12967,Kamen Rider: Dragon Knight,DS,Fighting,D3Publisher,50000,0,0,0,50000
12968,Code Lyoko,DS,Action,Game Factory,30000,10000,0,0,50000
12969,Taito Legends Power Up,PSP,Action,Destineer,50000,0,0,0,50000
12970,Fate/Unlimited Codes Portable,PSP,Fighting,Capcom,0,0,50000,0,50000
12971,Metal Slug Anthology,PSP,Shooter,Ignition Entertainment,20000,0,20000,10000,50000
12972,Tenchu: Dark Secret,DS,Action,From Software,30000,0,10000,0,50000
12973,Game no Kanzume Vol 2,SCD,Misc,Sega,0,0,50000,0,50000
12974,Disney's PK: Out of the Shadows,GC,Platform,Ubisoft,40000,10000,0,0,50000
12975,Zoo Quest: Puzzle Fun!,DS,Puzzle,JoWood Productions,50000,0,0,0,50000
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,Action,Namco Bandai Games,0,0,50000,0,50000
12977,The Idolmaster 2,X360,Simulation,Namco Bandai Games,0,0,50000,0,50000
12978,PQ2: Practical Intelligence Quotient,PSP,Puzzle,D3Publisher,40000,0,0,0,50000
12979,Mr Bean's Wacky World of Wii,Wii,Adventure,Blast! Entertainment Ltd,0,50000,0,0,50000
12980,Powerdrome,PS2,Racing,Evolved Games,30000,20000,0,10000,50000
12981,Dreamer Series: Puppy Trainer,DS,Simulation,DreamCatcher Interactive,50000,0,0,0,50000
12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,Sports,Konami Digital Entertainment,0,0,50000,0,50000
12983,Tsumiki: Block Drop Mania,DS,Action,Nobilis,50000,0,0,0,50000
12984,Shin Sangoku Musou 5 Special,PSP,Action,Tecmo Koei,0,0,50000,0,50000
12985,Pony Friends: Mini Breeds Edition,DS,Simulation,Eidos Interactive,50000,0,0,0,50000
12986,Otogi 2: Immortal Warriors,XB,Action,Sega,40000,10000,0,0,50000
12987,Legend of Kay,PS2,Action,JoWood Productions,30000,20000,0,10000,50000
12988,Piglet's Big Game,GC,Platform,Gotham Games,40000,10000,0,0,50000
12989,Dead or Alive Xtreme 3: Fortune,PS4,Sports,Tecmo Koei,0,0,50000,0,50000
12990,Ivy the Kiwi?,DS,Puzzle,Rising Star Games,40000,0,0,0,50000
12991,Fallout: Brotherhood of Steel,XB,Role-Playing,Avalon Interactive,40000,10000,0,0,50000
12992,Strawberry Shortcake: Strawberryland Games,DS,Action,Game Factory,50000,0,0,0,50000
12993,Koi to Senkyo to Chocolate Portable,PSP,Adventure,Kadokawa Shoten,0,0,50000,0,50000
12994,IndyCar Series,XB,Racing,Codemasters,40000,10000,0,0,50000
12995,Hysteria Hospital: Emergency Ward,Wii,Action,Oxygen Interactive,50000,0,0,0,50000
12996,Dokapon Journey,DS,Role-Playing,Sting,50000,0,0,0,50000
12997,Ultra Bust-A-Move,XB,Puzzle,505 Games,40000,10000,0,0,50000
12998,Rally Fusion: Race of Champions,XB,Racing,Activision,40000,10000,0,0,50000
12999,Piglet's Big Game,GBA,Platform,THQ,40000,10000,0,0,50000
13000,Lucha Libre AAA: Heroes del Ring,X360,Fighting,Konami Digital Entertainment,50000,0,0,0,50000
13001,Pony Friends,DS,Simulation,Eidos Interactive,0,50000,0,10000,50000
13002,Natural Doctrine,PS3,Role-Playing,Nippon Ichi Software,30000,10000,10000,10000,50000
13003,Pinball Hall of Fame: The Gottlieb Collection,GC,Misc,Crave Entertainment,40000,10000,0,0,50000
13004,Ferrari F355 Challenge,PS2,Racing,Sony Computer Entertainment,30000,20000,0,10000,50000
13005,MorphX,X360,Shooter,505 Games,50000,0,0,0,50000
13006,Stranger of Sword City,PSV,Role-Playing,Nippon Ichi Software,20000,20000,0,10000,50000
13007,Air Traffic Chaos,DS,Simulation,Ertain,50000,0,0,0,50000
13008,Battleship / Connect Four / Sorry! / Trouble,DS,Puzzle,"Destination Software, Inc",50000,0,0,0,50000
13009,Prism: Light the Way,DS,Puzzle,Eidos Interactive,50000,0,0,0,50000
13010,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Action,Swing! Entertainment,30000,20000,0,0,50000
13011,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Fighting,Hudson Soft,0,0,50000,0,50000
13012,Shifters,PS2,Adventure,3DO,30000,20000,0,10000,50000
13013,RPG Tsukuru DS,DS,Role-Playing,Enterbrain,0,0,50000,0,50000
13014,WRC 5: FIA World Rally Championship,PS4,Sports,Bigben Interactive,0,40000,0,10000,50000
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,Xseed Games,20000,20000,0,10000,50000
13016,The BIGS 2,DS,Sports,Take-Two Interactive,50000,0,0,0,50000
13017,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Role-Playing,Sega,0,0,50000,0,50000
13018,TNA iMPACT: Cross the Line,PSP,Fighting,SouthPeak Games,50000,0,0,0,50000
13019,SpongeBob: HeroPants,PSV,Platform,Activision,30000,10000,0,10000,50000
13020,Lagoon,SNES,Role-Playing,Kemco,0,0,50000,0,50000
13021,Nanostray 2,DS,Shooter,Codemasters,30000,10000,0,0,50000
13022,Project Setsuna,PSV,Role-Playing,Square Enix,0,0,50000,0,50000
13023,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Simulation,Microsoft Game Studios,0,40000,0,10000,50000
13024,Trick x Logic: Season 1,PSP,Adventure,Sony Computer Entertainment,0,0,50000,0,50000
13025,Mortal Kombat X,PC,Fighting,Warner Bros. Interactive Entertainment,10000,40000,0,0,50000
13026,Mawashite Tsunageru Touch Panic,DS,Puzzle,Nintendo,0,0,50000,0,50000
13027,Luminous Arc Infinity,PSV,Action,Marvel Entertainment,0,0,50000,0,50000
13028,Monster! Bass Fishing,GBA,Sports,Ignition Entertainment,40000,10000,0,0,50000
13029,Sigma Star Saga,GBA,Role-Playing,Atari,40000,10000,0,0,50000
13030,Winning Post 7 2010,PSP,Sports,Tecmo Koei,0,0,50000,0,50000
13031,Assetto Corsa,PS4,Racing,505 Games,0,40000,0,10000,50000
13032,Batman: Gotham City Racer,PS,Racing,Ubisoft,30000,20000,0,0,50000
13033,Sengoku Basara X,PS2,Fighting,Capcom,0,0,50000,0,50000
13034,Plants vs. Zombies,PC,Strategy,PopCap Games,0,40000,0,10000,50000
13035,Top Spin 2,DS,Sports,Take-Two Interactive,50000,0,0,0,50000
13036,Doraemon: Nobita no Kyouryuu 2006 DS,DS,Role-Playing,Sega,0,0,50000,0,50000
13037,Ontamarama,DS,Action,Atlus,50000,0,0,0,50000
13038,Hakuoki: Stories of the Shinsengumi,PS3,Adventure,Idea Factory,20000,0,30000,0,50000
13039,DokiDoki Majo Shinpan!,DS,Adventure,SNK Playmore,0,0,50000,0,50000
13040,Star Wars: Republic Commando,PC,Shooter,LucasArts,0,40000,0,10000,50000
13041,Starry ? Sky: In Spring,PSP,Misc,Asgard,0,0,50000,0,50000
13042,FIFA Soccer 2004,GBA,Sports,Electronic Arts,40000,10000,0,0,50000
13043,Armored Core: Formula Front Extreme Battle,PSP,Simulation,505 Games,50000,0,0,0,50000
13044,Downforce,PS2,Racing,Avalon Interactive,30000,20000,0,10000,50000
13045,Bejeweled Twist,PC,Puzzle,PopCap Games,10000,40000,0,10000,50000
13046,Street Fighter V,PC,Fighting,Capcom,0,50000,0,0,50000
13047,Little Busters! Converted Edition,PS2,Adventure,Prototype,0,0,50000,0,50000
13048,Enemy Front,X360,Shooter,Namco Bandai Games,20000,30000,0,0,50000
13049,Dream Salon,Wii,Misc,Zoo Games,50000,0,0,0,50000
13050,Disney's Party,GC,Misc,Electronic Arts,40000,10000,0,0,50000
13051,Tennis no Oji-Sama: 2005 Crystal Drive,DS,Sports,Konami Digital Entertainment,0,0,50000,0,50000
13052,Sherlock Holmes: Crimes & Punishments,PC,Adventure,Focus Home Interactive,0,50000,0,0,50000
13053,Jenga World Tour,Wii,Misc,Atari,50000,0,0,0,50000
13054,Summon Night X: Tears Crown,DS,Role-Playing,Namco Bandai Games,0,0,50000,0,50000
13055,Secret Files: Tunguska,DS,Adventure,Deep Silver,40000,10000,0,0,50000
13056,Taiho Shichauzo!,PS,Adventure,Pioneer LDC,0,0,50000,0,50000
13057,Battle vs. Chess,PS3,Misc,TopWare Interactive,0,40000,0,10000,50000
13058,Phantom Crash,XB,Simulation,Phantagram,30000,10000,10000,0,50000
13059,Men of War: Assault Squad,PC,Strategy,1C Company,10000,30000,0,10000,50000
13060,Fishdom,DS,Puzzle,Atari,50000,0,0,0,50000
13061,Yanya Caballista: City Skater,PS2,Sports,Tecmo Koei,20000,20000,0,10000,50000
13062,Expendable,PS,Action,Infogrames,30000,20000,0,0,50000
13063,Imagine: Artist,DS,Misc,Ubisoft,50000,0,0,0,50000
13064,Pet Pals: New Leash on Life,DS,Simulation,Destineer,50000,0,0,0,50000
13065,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,Adventure,Activision,50000,0,0,0,50000
13066,The Idolmaster: Gravure For You! Vol. 2,PS3,Misc,Namco Bandai Games,0,0,50000,0,50000
13067,Arthur! Ready to Race,PS,Racing,The Learning Company,30000,20000,0,0,50000
13068,Thunder Force V: Perfect System,PS,Shooter,TechnoSoft,30000,20000,0,0,50000
13069,The Typing of the Dead,DC,Shooter,Sega,0,0,50000,0,50000
13070,The Idolm@ster: Dearly Stars,DS,Adventure,Namco Bandai Games,0,0,50000,0,50000
13071,Kids Learn Music A+ Edition,DS,Misc,Unknown,50000,0,0,0,50000
13072,Child of Light,PS4,Role-Playing,Ubisoft,0,10000,40000,0,50000
13073,Over the Hedge: Hammy Goes Nuts!,PSP,Platform,Activision,50000,0,0,0,50000
13074,Kart Racer,Wii,Racing,Nordic Games,30000,10000,0,0,50000
13075,Bakemonogatari Portable,PSP,Action,Namco Bandai Games,0,0,50000,0,50000
13076,Sam & Max: Beyond Time and Space,Wii,Adventure,Atari,50000,0,0,0,50000
13077,To Heart 2: Dungeon Travelers,PSV,Adventure,Aqua Plus,0,0,50000,0,50000
13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,Misc,Nintendo,0,0,50000,0,50000
13079,Shrek Super Party,GC,Misc,TDK Mediactive,40000,10000,0,0,50000
13080,Monster 4x4: Masters of Metal,GC,Racing,Ubisoft,40000,10000,0,0,50000
13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Racing,Jaleco,0,0,50000,0,50000
13082,Caligula,PSV,Role-Playing,FuRyu,0,0,50000,0,50000
13083,Steins;Gate 0,PSV,Adventure,PQube,0,0,50000,0,50000
13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Action,Namco Bandai Games,0,0,50000,0,50000
13085,NHL Blades of Steel '99,N64,Sports,Konami Digital Entertainment,50000,0,0,0,50000
13086,Lips: Deutsche Partyknaller,X360,Misc,Microsoft Game Studios,0,40000,0,10000,50000
13087,Apassionata: Die Galanacht der Pferde,DS,Simulation,RTL,0,40000,0,10000,50000
13088,Dungeon Raiders,DS,Role-Playing,Focus Home Interactive,50000,0,0,0,50000
13089,Second Sight,GC,Adventure,Codemasters,40000,10000,0,0,50000
13090,Philosoma,PS,Shooter,Sony Computer Entertainment,30000,20000,0,0,50000
13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,Misc,Sega,0,0,50000,0,50000
13092,Puyo Pop,GBA,Puzzle,Sega,40000,10000,0,0,50000
13093,Marriage Royale: Prism Story,PSP,Adventure,ASCII Media Works,0,0,50000,0,50000
13094,Super Heroine Chronicle,PSV,Role-Playing,Namco Bandai Games,0,0,50000,0,50000
13095,Kamiwaza,PS2,Action,Acquire,0,0,50000,0,50000
13096,Rave Master,GC,Fighting,Konami Digital Entertainment,0,0,50000,0,50000
13097,The Technomancer,PS4,Role-Playing,Focus Home Interactive,10000,30000,0,10000,50000
13098,Ben 10 Galactic Racing,PSV,Racing,D3Publisher,20000,20000,0,10000,50000
13099,Kinnikuman Muscle Grand Prix Max,PS2,Fighting,Konami Digital Entertainment,0,0,50000,0,50000
13100,Hotel for Dogs,Wii,Simulation,505 Games,40000,0,0,0,50000
13101,Suzuki Super-Bikes II: Riding Challenge,DS,Racing,Valcon Games,50000,0,0,0,50000
13102,Mirror's Edge Catalyst,PC,Platform,Electronic Arts,10000,30000,0,10000,50000
13103,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,Action,TDK Mediactive,40000,10000,0,0,50000
13104,Medal of Honor: European Assault (weekly JP sales),PS2,Shooter,Electronic Arts,0,0,50000,0,50000
13105,LEGO The Hobbit,PC,Action,Warner Bros. Interactive Entertainment,0,40000,0,10000,50000
13106,Alias,XB,Action,Acclaim Entertainment,40000,10000,0,0,50000
13107,Super Robot Taisen Neo,Wii,Strategy,Namco Bandai Games,0,0,50000,0,50000
13108,PAC-MAN and the Ghostly Adventures,WiiU,Platform,Namco Bandai Games,40000,10000,0,0,50000
13109,ESPN International Winter Sports 2002,GC,Sports,Konami Digital Entertainment,40000,10000,0,0,50000
13110,Winter Sports 2011,PS3,Sports,DTP Entertainment,0,40000,0,10000,50000
13111,OutRun 2006: Coast 2 Coast,PS2,Racing,Sega,20000,10000,10000,0,50000
13112,Blues Brothers 2000,N64,Platform,Virgin Interactive,40000,10000,0,0,50000
13113,Metal Max 2 Reloaded,DS,Role-Playing,Unknown,0,0,50000,0,50000
13114,All Star Tennis 99,N64,Sports,Ubisoft,40000,10000,0,0,50000
13115,Hercules: The Legendary Journeys,N64,Role-Playing,Titus,40000,10000,0,0,50000
13116,Dual Heroes,N64,Fighting,Hudson Soft,40000,10000,0,0,50000
13117,Fighter Destiny 2,N64,Fighting,Imagineer,40000,10000,0,0,50000
13118,Chameleon Twist 2,N64,Platform,Infogrames,40000,10000,0,0,50000
13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,Misc,Spike,0,0,50000,0,50000
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Misc,Irem Software Engineering,0,0,50000,0,50000
13121,Winning Post World,PS3,Sports,Tecmo Koei,0,0,50000,0,50000
13122,Arx Fatalis,XB,Role-Playing,Mindscape,40000,10000,0,0,50000
13123,Slam Dunk SD Heat Up!!,SNES,Sports,Namco Bandai Games,0,0,50000,0,50000
13124,My Body Coach,Wii,Sports,Big Ben Interactive,0,40000,0,10000,50000
13125,Steins;Gate 0,PS4,Adventure,PQube,0,0,50000,0,50000
13126,Adventure Time: Finn & Jake Investigations,XOne,Action,Little Orbit,20000,20000,0,0,50000
13127,Dead in the Water,PS,Action,ASC Games,30000,20000,0,0,50000
13128,Winning Post 7 2013,PS3,Sports,Tecmo Koei,0,0,50000,0,50000
13129,DiRT 2,PC,Racing,Codemasters,0,40000,0,10000,50000
13130,Detective Conan: Prelude from the Past,DS,Action,Namco Bandai Games,0,0,50000,0,50000
13131,Dr. Seuss: Green Eggs and Ham,GBA,Action,NewKidCo,40000,10000,0,0,50000
13132,Sea Monsters: A Prehistoric Adventure,Wii,Adventure,Zushi Games,40000,0,0,0,50000
13133,Atelier Rorona: Alchemist of Arland,PSV,Role-Playing,Nippon Ichi Software,0,0,50000,0,50000
13134,Guilty Gear Dust Strikers,DS,Fighting,Majesco Entertainment,50000,0,0,0,50000
13135,Dark Summit,GC,Sports,THQ,40000,10000,0,0,50000
13136,Singularity,PC,Shooter,Mastertronic,0,40000,0,10000,50000
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Adventure,Namco Bandai Games,0,0,50000,0,50000
13138,George of the Jungle and the Search for the Secret,DS,Platform,Ignition Entertainment,50000,0,0,0,50000
13139,Turbo Turtle Adventure,GBA,Puzzle,Majesco Entertainment,40000,10000,0,0,50000
13140,Sengoku Basara 4: Sumeragi,PS4,Action,Capcom,0,0,50000,0,50000
13141,"Warhammer 40,000: Dawn of War",PC,Strategy,THQ,10000,30000,0,10000,50000
13142,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,Adventure,Namco Bandai Games,0,0,50000,0,50000
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,Misc,Vap,0,0,50000,0,50000
13144,Corpse Party: Blood Covered - Repeated Fear,PSP,Adventure,5pb,0,0,50000,0,50000
13145,The Lost Treasures of Alexandria,DS,Puzzle,Unknown,0,40000,0,10000,50000
13146,Chronicles of the Sword,PS,Adventure,Psygnosis,30000,20000,0,0,50000
13147,Hail to the Chimp,PS3,Misc,Gamecock,50000,0,0,0,50000
13148,The Lost Vikings,GBA,Puzzle,Activision,40000,10000,0,0,50000
13149,Keiba Eight Special,SNES,Sports,Misawa,0,0,50000,0,50000
13150,Yaiba: Ninja Gaiden Z,X360,Action,Tecmo Koei,30000,20000,0,0,50000
13151,Harukanaru Toki no Naka de 3,PS2,Adventure,Tecmo Koei,0,0,50000,0,50000
13152,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Platform,Global Star,40000,10000,0,0,50000
13153,Need for Speed Carbon,PC,Racing,Electronic Arts,0,40000,0,10000,50000
13154,Reel Fishing: The Great Outdoors,PSP,Sports,Natsume,50000,0,0,0,50000
13155,Assassin's Creed: Altair's Chronicles,DS,Platform,Ubisoft,30000,10000,0,0,50000
13156,Pirates vs Ninja Dodgeball,Wii,Sports,SouthPeak Games,50000,0,0,0,50000
13157,Guild 01,3DS,Action,Level 5,0,0,50000,0,50000
13158,The History Channel: Great Battles - Medieval,PS3,Strategy,Slitherine Software,0,40000,0,10000,50000
13159,Nike+ Kinect Training,X360,Sports,Microsoft Game Studios,20000,20000,0,0,50000
13160,Durarara!! 3-way Standoff,PSP,Adventure,ASCII Media Works,0,0,50000,0,50000
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,Action,Zoo Digital Publishing,40000,10000,0,0,50000
13162,Cartoon Network Racing,DS,Action,Game Factory,40000,0,0,0,50000
13163,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,Adventure,Konami Digital Entertainment,0,0,50000,0,50000
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,Role-Playing,Spike,0,0,50000,0,50000
13165,Active Life: Magical Carnival,Wii,Misc,Namco Bandai Games,40000,10000,0,0,50000
13166,Hokuto no Ken,PS2,Fighting,Sega,0,0,50000,0,50000
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,Misc,Konami Digital Entertainment,0,0,50000,0,50000
13168,Stretch Panic,PS2,Platform,Midas Interactive Entertainment,20000,20000,0,10000,50000
13169,Empire Earth,PC,Strategy,Vivendi Games,0,40000,0,10000,50000
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Role-Playing,Square Enix,0,0,50000,0,50000
13171,Baku Baku,SAT,Puzzle,Sega,0,0,50000,0,50000
13172,Pro Cycling Manager 2016,PS4,Sports,Focus Home Interactive,0,40000,0,10000,50000
13173,SD Gundam: Over Galaxian,PS,Shooter,Namco Bandai Games,0,0,50000,0,50000
13174,Rogue Ops,GC,Action,Kemco,40000,10000,0,0,50000
13175,Smart Kid's Party Fun Pak,DS,Misc,UFO Interactive,50000,0,0,0,50000
13176,MXGP 2,XOne,Racing,Milestone S.r.l.,20000,20000,0,0,50000
13177,Virtua Tennis 3,X360,Sports,Sega,30000,20000,0,0,50000
13178,BeatMania IIDX 3rd Style,PS2,Simulation,Konami Digital Entertainment,0,0,50000,0,50000
13179,Yu-Gi-Oh! World Championship 2007,DS,Strategy,Konami Digital Entertainment,0,10000,40000,0,50000
13180,Hummer Badlands,PS2,Racing,Global Star,20000,20000,0,10000,50000
13181,Freelancer,PC,Simulation,Microsoft Game Studios,20000,20000,0,10000,50000
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,Platform,DreamCatcher Interactive,20000,20000,0,10000,50000
13183,Operation Flashpoint: Dragon Rising,PC,Shooter,Codemasters,10000,30000,0,10000,50000
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,Adventure,505 Games,0,0,50000,0,50000
13185,Furu Furu Park,Wii,Misc,Taito,50000,0,0,0,50000
13186,Monster Band,DS,Misc,Tivola,40000,0,0,0,50000
13187,Alter Echo,XB,Shooter,THQ,40000,10000,0,0,50000
13188,BeatMania IIDX 4th Style: New Songs Collection,PS2,Simulation,Konami Digital Entertainment,0,0,50000,0,50000
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,Misc,Benesse,0,0,50000,0,50000
13190,G1 Grand Prix,3DS,Action,Genki,0,0,50000,0,50000
13191,LEGO Indiana Jones 2: The Adventure Continues,PC,Action,Activision,20000,30000,0,10000,50000
13192,QUIZ PARTY,Wii,Misc,Nintendo,0,50000,0,0,50000
13193,MTX Mototrax,PSP,Racing,Activision,40000,0,0,0,50000
13194,Around the World in 80 Days,GBA,Action,Hip Interactive,30000,10000,0,0,50000
13195,Houkago Shounen,DS,Misc,Konami Digital Entertainment,0,0,50000,0,50000
13196,The Grim Adventures of Billy & Mandy,Wii,Action,Midway Games,40000,0,0,0,50000
13197,Classic Dungeon X2,PSP,Role-Playing,Nippon Ichi Software,0,0,50000,0,50000
13198,Whirl Tour,GC,Sports,Vivendi Games,40000,10000,0,0,50000
13199,Sesame Street: Cookie's Counting Carnival,PC,Misc,Warner Bros. Interactive Entertainment,50000,0,0,0,50000
13200,Pinball Tycoon,GBA,Misc,Ignition Entertainment,30000,10000,0,0,50000
13201,Major League Baseball 2K11,PS2,Sports,Take-Two Interactive,20000,20000,0,10000,50000
13202,Cartoon Network Block Party,GBA,Misc,Majesco Entertainment,30000,10000,0,0,50000
13203,Power Spike Pro Beach Volleyball,PS,Sports,Infogrames,30000,20000,0,0,50000
13204,White Album: Tsuzurareru Fuyu no Omoide,PS3,Adventure,Aqua Plus,0,0,50000,0,50000
13205,Harukanaru Toki no Naka de: Yumenoukihashi,DS,Adventure,Tecmo Koei,0,0,50000,0,50000
13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,Misc,Gainax Network Systems,0,0,50000,0,50000
13207,SD Gundam: Scad Hammers,Wii,Strategy,Namco Bandai Games,0,0,50000,0,50000
13208,Spitfire Heroes: Tales of the Royal Air Force,DS,Simulation,Destineer,50000,0,0,0,50000
13209,Super Bust-A-Move,GBA,Puzzle,Ubisoft,30000,10000,0,0,50000
13210,TNA iMPACT: Cross the Line,DS,Fighting,SouthPeak Games,50000,0,0,0,50000
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Action,D3Publisher,20000,20000,0,10000,50000
13212,ZooCube,GBA,Puzzle,Acclaim Entertainment,30000,10000,0,0,50000
13213,Stunt GP,PS2,Racing,Titus,20000,20000,0,10000,50000
13214,Wicked Monster Blast!,Wii,Shooter,PQube,40000,0,0,0,50000
13215,NBA 2K,DC,Sports,Sega,0,0,50000,0,50000
13216,D.Gray-man: Kami no Shitotachi,DS,Adventure,Konami Digital Entertainment,0,0,50000,0,50000
13217,Bladestorm: Nightmare,XOne,Action,Tecmo Koei,30000,20000,0,0,50000
13218,Strikers 1945,SAT,Shooter,Atlus,0,0,50000,0,50000
13219,World Series of Poker,GC,Misc,Activision Value,40000,10000,0,0,50000
13220,Jikkyou Oshaberi Parodius,SNES,Shooter,Konami Digital Entertainment,0,0,50000,0,50000
13221,Super Jinsei Game 2,SNES,Misc,Takara,0,0,50000,0,50000
13222,Winter Sports 3: The Great Tournament,Wii,Sports,Tradewest,20000,20000,0,0,50000
13223,J-League Winning Eleven 2010: Club Championship,PS2,Sports,Konami Digital Entertainment,0,0,50000,0,50000
13224,Johnny Bazookatone,PS,Platform,U.S. Gold,30000,20000,0,0,50000
13225,Beastly Frantic Foto,DS,Puzzle,Storm City Games,40000,0,0,0,50000
13226,Neverland Card Battles,PSP,Role-Playing,Idea Factory,40000,0,0,10000,50000
13227,Need for Speed Underground,PC,Racing,Electronic Arts,0,40000,0,10000,50000
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Action,Alchemist,0,0,50000,0,50000
13229,Reign of Fire,GBA,Shooter,BAM! Entertainment,30000,10000,0,0,50000
13230,Worms Reloaded,PC,Strategy,Team17 Software,0,40000,0,10000,50000
13231,StarCraft,PC,Strategy,Activision,0,40000,0,10000,50000
13232,Koihime Musou,PS2,Adventure,Yeti,0,0,50000,0,50000
13233,Nicktoons: Attack of the Toybots,DS,Platform,THQ,40000,0,0,0,50000
13234,NBA 2K17,PS3,Sports,Take-Two Interactive,30000,10000,0,10000,50000
13235,Blazing Souls: Accelate,PSP,Role-Playing,Idea Factory,40000,0,10000,0,50000
13236,Ms Saga: A New Dawn,PS2,Role-Playing,Namco Bandai Games,20000,20000,0,10000,50000
13237,Kekkon Zenya,SAT,Adventure,Shogakukan,0,0,50000,0,50000
13238,Finny the Fish & the Seven Waters,PS2,Sports,Sony Computer Entertainment,20000,20000,0,10000,50000
13239,Barnyard,GBA,Action,THQ,30000,10000,0,0,50000
13240,Next Generation of Chaos,PS2,Role-Playing,Idea Factory,0,0,50000,0,50000
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Misc,Takara Tomy,0,0,50000,0,50000
13242,GrimGrimoire,PS2,Strategy,Tecmo Koei,10000,10000,30000,0,50000
13243,J-League '96 Dream Stadium,SNES,Sports,Hudson Soft,0,0,50000,0,50000
13244,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Fighting,Capcom,0,0,50000,0,50000
13245,Golden Axe: The Duel,SAT,Fighting,Sega,0,0,50000,0,50000
13246,Crime Life: Gang Wars,XB,Action,Konami Digital Entertainment,40000,10000,0,0,50000
13247,Tokimeki Memorial: Girls Side 1st Love,DS,Adventure,Konami Digital Entertainment,0,0,50000,0,50000
13248,Putty Squad,PSV,Platform,System 3,20000,20000,0,10000,50000
13249,Rugby 2005,XB,Sports,Electronic Arts,40000,10000,0,0,50000
13250,Rock 'N Roll Racing,GBA,Racing,Activision,30000,10000,0,0,50000
13251,Taito Legends,XB,Misc,Empire Interactive,40000,10000,0,0,50000
13252,Far Cry,PC,Shooter,Ubisoft,0,40000,0,10000,50000
13253,Silhouette Mirage,PS,Platform,ESP,30000,20000,0,0,50000
13254,Dynasty Warriors Vol. 2,PSP,Action,Tecmo Koei,40000,0,0,0,50000
13255,Treasure Report: Kikai Jikake no Isan,DS,Adventure,Namco Bandai Games,0,0,50000,0,50000
13256,Growlanser VI: Precarious World,PS2,Role-Playing,Atlus,0,0,50000,0,50000
13257,Block Kuzushi,SNES,Puzzle,Pow,0,0,50000,0,50000
